,name,price,url,little_cat,big_cat,start_timestamp,shop,price_old
8103,Зубная щётка President White жёсткая 4905.01,"269,99 ₽",/cat/443/p/zubnaa-setka-president-white-zestkaa-4905-01-3900622,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8104,Зубная щётка Лесной Бальзам бережное очищение с гималайской солью мягкая,"199,99 ₽",/cat/443/p/zubnaa-setka-lesnoj-balzam-bereznoe-ocisenie-s-gimalajskoj-solu-magkaa-3681953,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8105,Зубная щётка President Sensitive мягкая,"269,99 ₽",/cat/443/p/zubnaa-setka-president-sensitive-magkaa-3651434,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8106,Зубная щётка Biomed Mineral комплексная жёсткая,"159,99 ₽",/cat/443/p/zubnaa-setka-biomed-mineral-kompleksnaa-zestkaa-4080487,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8107,Зубная щётка Sensodyne Multicare мягкая,"339,99 ₽",/cat/443/p/zubnaa-setka-sensodyne-multicare-magkaa-4071295,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8108,Зубная щетка Colgate Шелковые нити Ультра ультрамягкая,"319,99 ₽",/cat/443/p/zubnaa-setka-colgate-selkovye-niti-ultra-ultramagkaa-3914530,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8109,Зубная щетка Colgate 360 Суперчистота всей полости рта антибактериальная средней жесткости 1+1,"319,99 ₽",/cat/443/p/zubnaa-setka-colgate-360-supercistota-vsej-polosti-rta-antibakterialnaa-srednej-zestkosti-1-1-3371294,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8110,Зубная щётка Sensodyne Repair & Protect мягкая,"409,99 ₽",/cat/443/p/zubnaa-setka-sensodyne-repair-protect-magkaa-4071298,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8111,Зубная щётка Parodontax комплексная защита мягкая,"319,99 ₽",/cat/443/p/zubnaa-setka-parodontax-kompleksnaa-zasita-magkaa-4071302,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8112,Зубная щетка Colgate Тройное действие многофункциональная средней жесткости,"149,99 ₽",/cat/443/p/zubnaa-setka-colgate-trojnoe-dejstvie-mnogofunkcionalnaa-srednej-zestkosti-3360681,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8113,Зубная щётка Лесной Бальзам здоровье дёсен с бамбуковой солью мягкая,"199,99 ₽",/cat/443/p/zubnaa-setka-lesnoj-balzam-zdorove-desen-s-bambukovoj-solu-magkaa-3681954,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8114,Зубная щетка President Pure Medium,"209,99 ₽",/cat/443/p/zubnaa-setka-president-pure-medium-3692639,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8115,Зубная щетка President Pure Hard,"209,99 ₽",/cat/443/p/zubnaa-setka-president-pure-hard-3692638,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8116,"Зубная Щетка Oral-B 3D White Whitening Black Средней жесткости, 1шт","199,99 ₽",/cat/443/p/zubnaa-setka-oral-b-3d-white-whitening-black-srednej-zestkosti-1st-4115002,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"229,00 ₽"
8117,Зубная щетка Colgate White Plus отбеливающая жесткая промоупаковка 1+1,"269,99 ₽",/cat/443/p/zubnaa-setka-colgate-white-plus-otbelivausaa-zestkaa-promoupakovka-1-1-3663599,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8118,Зубная щетка Systema Smart Slim уход за чувствительными деснами,"299,99 ₽",/cat/443/p/zubnaa-setka-systema-smart-slim-uhod-za-cuvstvitelnymi-desnami-4266113,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8119,"Набор комплексных зубных щёток Biomed Black, 3шт","319,99 ₽",/cat/443/p/nabor-kompleksnyh-zubnyh-setok-biomed-black-3st-4227385,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8120,Электрическая Зубная Щетка Oral-B Vitality 100 белая,"1 699,00 ₽",/cat/443/p/elektriceskaa-zubnaa-setka-oral-b-vitality-100-belaa-4033556,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"4 599,00 ₽"
8121,Зубная щётка Parodontax Interdental,"279,99 ₽",/cat/443/p/zubnaa-setka-parodontax-interdental-3963267,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8122,"Зубная щетка Colgate 360 Optic White отбеливающая, средней жесткости","319,99 ₽",/cat/443/p/zubnaa-setka-colgate-360-optic-white-otbelivausaa-srednej-zestkosti-3379809,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8123,Зубная щётка Лесной Бальзам Тонус-эффект,"179,99 ₽",/cat/443/p/zubnaa-setka-lesnoj-balzam-tonus-effekt-3499227,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8124,Зубная щетка Systema Smart Slim для удаления зубного налета,"299,99 ₽",/cat/443/p/zubnaa-setka-systema-smart-slim-dla-udalenia-zubnogo-naleta-4266232,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8125,Зубная щетка Отбеливание,"249,99 ₽",/cat/443/p/zubnaa-setka-otbelivanie-4208771,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"289,99 ₽"
8126,Зубная щетка Pasta Del Capitano Отбеливание,"249,99 ₽",/cat/443/p/zubnaa-setka-pasta-del-capitano-otbelivanie-4208770,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"289,99 ₽"
8127,Зубная щетка Pasta Del Capitano Комплексный Уход,"279,99 ₽",/cat/443/p/zubnaa-setka-pasta-del-capitano-kompleksnyj-uhod-4208769,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8128,"Зубная Щетка Oral-B Color Collection Средней жесткости, 4шт","299,99 ₽",/cat/443/p/zubnaa-setka-oral-b-color-collection-srednej-zestkosti-4st-4087489,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8129,Зубная щётка President Profi Ortho Ортодонтическая средней жёсткости 728,"339,99 ₽",/cat/443/p/zubnaa-setka-president-profi-ortho-ortodonticeskaa-srednej-zestkosti-728-3953297,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8130,Oral-B Kids Холодное Сердце 2 Детская электрическая зубная щетка 3+ лет,"1 599,00 ₽",/cat/443/p/oral-b-kids-holodnoe-serdce-2-detskaa-elektriceskaa-zubnaa-setka-3-let-4033555,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"4 899,00 ₽"
8131,Зубная щётка Aquafresh In-between Clean средней жёсткости,"129,99 ₽",/cat/443/p/zubnaa-setka-aquafresh-in-between-clean-srednej-zestkosti-24303,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8132,"Ополаскиватель для полости рта Lacalut White антибактериальный, 250мл","199,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-lacalut-white-antibakterialnyj-250ml-4250099,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"249,99 ₽"
8133,"Ополаскиватель для полости рта R.O.C.S. Активный кальций, 400мл","299,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-r-o-c-s-aktivnyj-kalcij-400ml-4090818,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8134,"Ополаскиватель для полости рта Лесной Бальзам при кровоточивости дёсен кора дуба-пихта, 400мл","159,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-lesnoj-balzam-pri-krovotocivosti-desen-kora-duba-pihta-400ml-3307676,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"219,99 ₽"
8135,"Ополаскиватель Свобода пародонтол для полости рта комплексная защита 6в1, 300мл","129,99 ₽",/cat/443/p/opolaskivatel-svoboda-parodontol-dla-polosti-rta-kompleksnaa-zasita-6v1-300ml-4229810,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8136,"Ополаскиватель для полости рта детский Лесной Бальзам от 7 лет, 250мл","169,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-detskij-lesnoj-balzam-ot-7-let-250ml-3967364,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"194,99 ₽"
8137,"Ополаскиватель для полости рта R.O.C.S. двойная мята, 400мл","299,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-r-o-c-s-dvojnaa-mata-400ml-3425421,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8138,"Ополаскиватель для полости рта Lacalut Multi-effect антибактериальный, 250мл","199,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-lacalut-multi-effect-antibakterialnyj-250ml-4250098,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"269,99 ₽"
8139,"Ополаскиватель Лесной Бальзам для полости рта Total комплекс с морской солью экстрактом имбиря и чаем матча, 400мл","159,99 ₽",/cat/443/p/opolaskivatel-lesnoj-balzam-dla-polosti-rta-total-kompleks-s-morskoj-solu-ekstraktom-imbira-i-caem-matca-400ml-4201057,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"219,99 ₽"
8140,"Ополаскиватель для полости рта Colgate Plax фруктовая свежесть, 250мл","229,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-colgate-plax-fruktovaa-svezest-250ml-3929436,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8141,"Ополаскиватель для полости рта Splat отбеливание плюс, 275мл","239,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-splat-otbelivanie-plus-275ml-3454742,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8142,"Ополаскиватель R.O.C.S. Активный Кальций для полости рта, 250мл","269,99 ₽",/cat/443/p/opolaskivatel-r-o-c-s-aktivnyj-kalcij-dla-polosti-rta-250ml-4193670,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8143,"Ополаскиватель для полости рта Colgate Plax алтайские травы, 500мл","289,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-colgate-plax-altajskie-travy-500ml-3408462,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8144,"Ополаскиватель для полости рта Lacalut Сенситив антибактериальный, 500мл","399,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-lacalut-sensitiv-antibakterialnyj-500ml-4096785,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"479,99 ₽"
8145,"Ополаскиватель для полости рта Lacalut Уайт антибактериальный, 500мл","399,99 ₽",/cat/443/p/opolaskivatel-dla-polosti-rta-lacalut-uajt-antibakterialnyj-500ml-4087331,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"549,00 ₽"
8146,"Зубная нить Oral-B Essential Floss вощеная Мята, 50м","349,99 ₽",/cat/443/p/zubnaa-nit-oral-b-essential-floss-vosenaa-mata-50m-13470,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8147,"Зубная нить Splat Professional Dental Floss с ароматом бергамота и лайма, 30м","319,99 ₽",/cat/443/p/zubnaa-nit-splat-professional-dental-floss-s-aromatom-bergamota-i-lajma-30m-3354764,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8148,"Полоски для зубов Global White Express курс отбеливающие активный кислород, 7шт","679,99 ₽",/cat/443/p/poloski-dla-zubov-global-white-express-kurs-otbelivausie-aktivnyj-kislorod-7st-3682414,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"1 199,00 ₽"
8149,"Гель для зубов Global White отбеливающий 3 тона, 5мл","519,00 ₽",/cat/443/p/gel-dla-zubov-global-white-otbelivausij-3-tona-5ml-3440215,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8150,"Зубочистки деревянные Home Story, 250шт","67,99 ₽",/cat/443/p/zubocistki-derevannye-home-story-250st-4253776,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8151,"Зубочистки деревянные c ароматом мяты Home Story, 250шт","89,99 ₽",/cat/443/p/zubocistki-derevannye-c-aromatom-maty-home-story-250st-4253775,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,
8152,"Зубочистки №1 пластиковые, 300шт","309,99 ₽",/cat/443/p/zubocistki-no1-plastikovye-300st-3420440,Уход за полостью рта,"Красота, гигиена, аптека",1675639897,perekrestok,"359,99 ₽"
8153,"Прокладки ежедневные Bella Panty soft, 60шт","169,99 ₽",/cat/441/p/prokladki-ezednevnye-bella-panty-soft-60st-3379634,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8154,"Прокладки ежедневные Discreet Deo water lily multiform, 20шт","109,99 ₽",/cat/441/p/prokladki-ezednevnye-discreet-deo-water-lily-multiform-20st-97803,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8155,"Прокладки ежедневные Discreet Water lily multiform, 60шт","299,99 ₽",/cat/441/p/prokladki-ezednevnye-discreet-water-lily-multiform-60st-2050868,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8156,"Прокладки ежедневные Bella Panty soft, 20шт","69,99 ₽",/cat/441/p/prokladki-ezednevnye-bella-panty-soft-20st-58950,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8157,"Прокладки ежедневные Daily multiform Пр!ст, 20шт","59,90 ₽",/cat/361/p/prokladki-ezednevnye-daily-multiform-pr-st-20st-3633570,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8158,"Прокладки ежедневные Discreet Air multiform, 60шт","299,99 ₽",/cat/441/p/prokladki-ezednevnye-discreet-air-multiform-60st-2133901,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8159,"Прокладки ежедневные Always Extra protect удлинённые, 16шт","199,99 ₽",/cat/441/p/prokladki-ezednevnye-always-extra-protect-udlinennye-16st-3932119,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8160,"Прокладки ежедневные Discreet Air multiform, 20шт","109,99 ₽",/cat/441/p/prokladki-ezednevnye-discreet-air-multiform-20st-97802,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8161,"Прокладки ежедневные Ola! Daily, 60шт","159,99 ₽",/cat/441/p/prokladki-ezednevnye-ola-daily-60st-3127458,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8162,"Прокладки Classic Soft гигиенические женские Пр!ст, 60шт","119,99 ₽",/cat/361/p/prokladki-classic-soft-gigieniceskie-zenskie-pr-st-60st-4250513,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8163,"Прокладки Always Незаметная защита нормал, 20шт","199,99 ₽",/cat/441/p/prokladki-always-nezametnaa-zasita-normal-20st-3932118,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8164,"Прокладки Bella Normal без крылышек, 10шт","59,99 ₽",/cat/441/p/prokladki-bella-normal-bez-krylysek-10st-29608,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8165,"Прокладки Kotex Normal, 56шт","199,99 ₽",/cat/441/p/prokladki-kotex-normal-56st-4039752,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8166,"Прокладки ежедневные Ola! Silk sense daily deo бархатная роза, 60шт","174,99 ₽",/cat/441/p/prokladki-ezednevnye-ola-silk-sense-daily-deo-barhatnaa-roza-60st-4047826,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8167,"Прокладки ежедневные Ola! Silk sense daily deo ромашка, 60шт","174,99 ₽",/cat/441/p/prokladki-ezednevnye-ola-silk-sense-daily-deo-romaska-60st-4047825,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8168,"Прокладки ежедневные Kotex Deo ультратонкие, 56шт","199,99 ₽",/cat/441/p/prokladki-ezednevnye-kotex-deo-ultratonkie-56st-4039753,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8169,"Прокладки ежедневные Discreet Deo spring breeze multiform, 20шт","109,99 ₽",/cat/441/p/prokladki-ezednevnye-discreet-deo-spring-breeze-multiform-20st-2133881,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8170,"Прокладки Comfort Dry normal гигиенические женские Пр!ст, 20шт","99,99 ₽",/cat/361/p/prokladki-comfort-dry-normal-gigieniceskie-zenskie-pr-st-20st-4250512,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8171,"Прокладки ежедневные Yioiy Plus Large женские гигиенические, 16шт","229,99 ₽",/cat/441/p/prokladki-ezednevnye-yioiy-plus-large-zenskie-gigieniceskie-16st-4241223,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,"289,99 ₽"
8172,"Прокладки ежедневные Yioiy женские гигиенические, 20шт","189,99 ₽",/cat/441/p/prokladki-ezednevnye-yioiy-zenskie-gigieniceskie-20st-4241221,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,"239,99 ₽"
8173,"Прокладки дневные Yioiy женские гигиенические, 10шт","229,99 ₽",/cat/441/p/prokladki-dnevnye-yioiy-zenskie-gigieniceskie-10st-4241220,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,"289,99 ₽"
8174,"Прокладки Laurier F дневные супертонкие 22.5см, 20шт","679,99 ₽",/cat/441/p/prokladki-laurier-f-dnevnye-supertonkie-22-5sm-20st-3923706,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8175,"Прокладки Laurier Beauty style premium fresh с цветочно-ягодным ароматом, 36шт","369,99 ₽",/cat/441/p/prokladki-laurier-beauty-style-premium-fresh-s-cvetocno-agodnym-aromatom-36st-3923704,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8176,"Прокладки Laurier Beauty style premium fresh без запаха с ионами серебра, 62шт","599,99 ₽",/cat/441/p/prokladki-laurier-beauty-style-premium-fresh-bez-zapaha-s-ionami-serebra-62st-3923703,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8177,"Прокладки Comfort dry Пр!ст, 10шт","49,99 ₽",/cat/361/p/prokladki-comfort-dry-pr-st-10st-3632659,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8178,"Прокладки Super ультратонкие с поверхностью сеточка Пр!ст, 8шт","79,90 ₽",/cat/361/p/prokladki-super-ultratonkie-s-poverhnostu-setocka-pr-st-8st-3977392,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8179,"Прокладки Naturella Ultra camomile normal, 10шт","139,99 ₽",/cat/441/p/prokladki-naturella-ultra-camomile-normal-10st-2112312,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8180,"Прокладки Libresse Ultra нормал с мягкой поверхностью, 10шт","149,99 ₽",/cat/441/p/prokladki-libresse-ultra-normal-s-magkoj-poverhnostu-10st-11714,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,"179,99 ₽"
8181,"Прокладки Always Ultra secure night, 12шт","289,99 ₽",/cat/441/p/prokladki-always-ultra-secure-night-12st-3424970,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8182,"Прокладки Naturella Ultra camomile maxi, 8шт","139,99 ₽",/cat/441/p/prokladki-naturella-ultra-camomile-maxi-8st-2112309,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8183,"Прокладки Beauty Story Exclusive 240мм, 10шт","139,99 ₽",/cat/441/p/prokladki-beauty-story-exclusive-240mm-10st-4144742,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,"199,99 ₽"
8184,"Прокладки Kotex Ultra night, 7шт","139,99 ₽",/cat/441/p/prokladki-kotex-ultra-night-7st-3017398,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8185,"Прокладки Always Ultra normal, 20шт","289,99 ₽",/cat/441/p/prokladki-always-ultra-normal-20st-70525,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8186,"Прокладки Naturella Ultra camomile night с крылышками, 7шт","139,99 ₽",/cat/441/p/prokladki-naturella-ultra-camomile-night-s-krylyskami-7st-3646138,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8187,"Прокладки Always Ultra super, 16шт","289,99 ₽",/cat/441/p/prokladki-always-ultra-super-16st-70526,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8188,"Прокладки Bella Classic nova maxi, 10шт","99,99 ₽",/cat/441/p/prokladki-bella-classic-nova-maxi-10st-60724,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8189,"Прокладки Always Ultra normal, 10шт","159,99 ₽",/cat/441/p/prokladki-always-ultra-normal-10st-44435,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8190,"Прокладки Always Ultra night duo, 14шт","289,99 ₽",/cat/441/p/prokladki-always-ultra-night-duo-14st-39124,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8191,"Прокладки ночные Kotex Нэчурал, 6шт","139,99 ₽",/cat/441/p/prokladki-nocnye-kotex-necural-6st-4096944,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8192,"Прокладки Always Ultra super plus, 7шт","149,99 ₽",/cat/441/p/prokladki-always-ultra-super-plus-7st-3639595,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8193,"Прокладки Beauty Story Exclusive 280мм, 8шт","139,99 ₽",/cat/441/p/prokladki-beauty-story-exclusive-280mm-8st-4144743,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,"199,99 ₽"
8194,"Прокладки Kotex Ultra soft нормал, 10шт","139,99 ₽",/cat/441/p/prokladki-kotex-ultra-soft-normal-10st-3647604,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8195,"Прокладки гигиенические Kotex Нэчурал нормал, 8шт","139,99 ₽",/cat/441/p/prokladki-gigieniceskie-kotex-necural-normal-8st-4096940,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8196,"Прокладки Libresse Ultra normal, 20шт","279,99 ₽",/cat/441/p/prokladki-libresse-ultra-normal-20st-45625,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,"329,99 ₽"
8197,"Прокладки Always Ultra night, 7шт","159,99 ₽",/cat/441/p/prokladki-always-ultra-night-7st-55551,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8198,"Прокладки Naturella Classic normal ромашка с крылышками, 9шт","139,99 ₽",/cat/441/p/prokladki-naturella-classic-normal-romaska-s-krylyskami-9st-4007949,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8199,"Прокладки Kotex Ultra soft нормал, 20шт","249,99 ₽",/cat/441/p/prokladki-kotex-ultra-soft-normal-20st-3647605,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8200,"Прокладки Always Platinum ultra normal plus, 8шт","149,99 ₽",/cat/441/p/prokladki-always-platinum-ultra-normal-plus-8st-3639593,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8201,"Прокладки Always maxi secure night extra женские гигиенические с крылышками, 7шт","159,99 ₽",/cat/441/p/prokladki-always-maxi-secure-night-extra-zenskie-gigieniceskie-s-krylyskami-7st-4199732,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8202,"Прокладки Always Ultra super, 8шт","159,99 ₽",/cat/441/p/prokladki-always-ultra-super-8st-31942,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8203,"Прокладки Ola! Wings super top dry гигиенические, 10шт","89,99 ₽",/cat/441/p/prokladki-ola-wings-super-top-dry-gigieniceskie-10st-94395,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8204,"Прокладки Ola! Classic wings singles super впитывающие для обильных выделений, 8шт","99,99 ₽",/cat/441/p/prokladki-ola-classic-wings-singles-super-vpityvausie-dla-obilnyh-vydelenij-8st-3422374,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8205,"Прокладки Kotex Ultra dry нормал, 20шт","249,99 ₽",/cat/441/p/prokladki-kotex-ultra-dry-normal-20st-3364389,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8206,"Прокладки Kotex Ultra нормал с крылышками, 10шт","139,99 ₽",/cat/441/p/prokladki-kotex-ultra-normal-s-krylyskami-10st-3364386,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8207,"Прокладки Kotex Ultra dry супер, 16шт","249,99 ₽",/cat/441/p/prokladki-kotex-ultra-dry-super-16st-3364392,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8208,"Прокладки гигиенические Kotex Нэчурал супер, 7шт","139,99 ₽",/cat/441/p/prokladki-gigieniceskie-kotex-necural-super-7st-4096942,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8209,"Прокладки Always Platinum ultra super plus ультратонкие, 14шт","279,99 ₽",/cat/441/p/prokladki-always-platinum-ultra-super-plus-ultratonkie-14st-3637887,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8210,"Прокладки Naturella Ultra camomile normal, 20шт","249,99 ₽",/cat/441/p/prokladki-naturella-ultra-camomile-normal-20st-2112317,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8211,"Прокладки Always Platinum ultra secure night ультратонкие, 10шт","279,99 ₽",/cat/441/p/prokladki-always-platinum-ultra-secure-night-ultratonkie-10st-4035801,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8212,"Прокладки Kotex Ultra soft супер, 8шт","139,99 ₽",/cat/441/p/prokladki-kotex-ultra-soft-super-8st-3647606,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8213,"Прокладки Libresse Ultra с мягкой поверхностью, 16шт","349,99 ₽",/cat/441/p/prokladki-libresse-ultra-s-magkoj-poverhnostu-16st-3488297,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8214,"Прокладки Ola! Silk sense ромашка ультратонкие, 10шт","119,99 ₽",/cat/441/p/prokladki-ola-silk-sense-romaska-ultratonkie-10st-4052774,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8215,"Прокладки Kotex Young нормал 4 капли, 10шт","139,99 ₽",/cat/441/p/prokladki-kotex-young-normal-4-kapli-10st-3374224,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8216,"Прокладки урологические TerezaLady одноразовые для женщин normal, 14шт","229,99 ₽",/cat/441/p/prokladki-urologiceskie-terezalady-odnorazovye-dla-zensin-normal-14st-3951822,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8217,"Прокладки Always Platinum ultra normal plus, 16шт","279,99 ₽",/cat/441/p/prokladki-always-platinum-ultra-normal-plus-16st-3637886,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
8218,"Прокладки Kotex Active normal plus, 8шт","139,99 ₽",/cat/441/p/prokladki-kotex-active-normal-plus-8st-3943539,Средства личной гигиены,"Красота, гигиена, аптека",1675639897,perekrestok,
